Satellite Name,Orbital Location,Beam Name,Type,Frequency Range (MHz),EIRP (dBW) / G/T (dB/K),Service Area 1,Service Area 2,Service Area 3,Service Area 4,Service Area 5,Service Area 6,Band,Bandwidth Capacity (MHz),Modulation,FEC,Integrated
QUETZSAT-1,-77,TWL,Transmit,12200.0 - 12700.0,57.5 (EIRP),Continental United States,Puerto Rico,Mexico,Central America,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,TWR,Transmit,12200.0 - 12700.0,57.4 (EIRP),Continental United States,Puerto Rico,Mexico,Central America,,,Ku-Band,24,QPSK,0.67,1
QUETZSAT-1,-77,TMO,Transmit,12200.0 - 12700.0,24.4 (EIRP),Mexico City,,,,,,Ku-Band,24,QPSK,0.67,1
SATMEX 8,-116.8,CUH,Receive,5925.0 - 6425.0,1.3 (G/T),South America,,,,,,C-Band,36,QPSK,0.691,1
SATMEX 8,-116.8,CUV,Receive,5925.0 - 6425.0,1.3 (G/T),South America,,,,,,C-Band,36,QPSK,0.691,1
SATMEX 8,-116.8,CDH,Transmit,3700.0 - 4200.0,42.7 (EIRP),South America,,,,,,C-Band,36,QPSK,0.691,1
SATMEX 8,-116.8,CDV,Transmit,3700.0 - 4200.0,42.7 (EIRP),South America,,,,,,C-Band,36,QPSK,0.691,1
SATMEX 8,-116.8,KHUH,Receive,14000.0 - 14500.0,4.6 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.691,1
SATMEX 8,-116.8,KHUV,Receive,14000.0 - 14500.0,4.6 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.691,1
SATMEX 8,-116.8,KHDH,Transmit,11700.0 - 12200.0,50.2 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.691,1
SATMEX 8,-116.8,KHDV,Transmit,11700.0 - 12200.0,50.2 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.691,1
SATMEX 9,-117,CGU,Receive,6628.27 - 6701.42,-5.4 (G/T),Global,,,,,,C-Band,22,BPSK,0.5,1
SATMEX 9,-117,L1GD,Transmit,1564.42 - 1586.42,36.5 (EIRP),Global,,,,,,L-Band,22,BPSK,0.5,1
SATMEX 9,-117,L5GD,Transmit,1165.45 - 1187.45,35.8 (EIRP),Global,,,,,,L-Band,22,BPSK,0.5,1
SATMEX 9,-117,CGD,Transmit,4198.0 - 4200.0,11.4 (EIRP),Global,,,,,,C-Band,0.4,BPSK,0.5,1
SES-11,-105,CRH,Receive,5925.0 - 6425.0,3.1 (G/T),Continental United States,Hawaii,Alaska,Canada,Mexico,Central America,C-Band,36,QPSK,0.6,1
SES-11,-105,CRV,Receive,5925.0 - 6425.0,3.1 (G/T),Continental United States,Hawaii,Alaska,Canada,Mexico,Central America,C-Band,36,QPSK,0.6,1
SES-11,-105,KUR,Receive,14000.0 - 14500.0,7.09 (G/T),Continental United States,Hawaii,Alaska,Canada,Mexico,,Ku-Band,36,8PSK,0.6667,1
SES-11,-105,KARL,Receive,28350.0 - 30000.0,-2.568 (G/T),North America,,,,,,Ka-Band,750,QPSK,0.25,1
SES-11,-105,CTH,Transmit,3700.0 - 4200.0,42.4 (EIRP),Continental United States,Hawaii,Alaska,Canada,Mexico,Central America,C-Band,36,QPSK,0.6,1
SES-11,-105,CTV,Transmit,3700.0 - 4200.0,42.4 (EIRP),Continental United States,Hawaii,Alaska,Canada,Mexico,Central America,C-Band,36,QPSK,0.6,1
SES-11,-105,KUTV,Transmit,11700.0 - 12200.0,53.68 (EIRP),Continental United States,Hawaii,Alaska,Canada,Mexico,,"X-Band, Ku-Band",36,8PSK,0.6667,1
SES-11,-105,KUTH,Transmit,11700.0 - 12200.0,53.69 (EIRP),Continental United States,Hawaii,Alaska,Canada,Mexico,,"X-Band, Ku-Band",36,8PSK,0.6667,1
SES-11,-105,KATR,Transmit,18300.0 - 20200.0,41.7 (EIRP),North America,,,,,,Ku-Band,750,QPSK,0.25,1
SES-15,-129.15,NAU,Receive,14000.0 - 14500.0,6.3 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.75,1
SES-15,-129.15,NAD,Transmit,11700.0 - 12200.0,50.4 (EIRP),North America,,,,,,"X-Band, Ku-Band",36,QPSK,0.75,1
SES-15,-129.15,SWU,Receive,14000.0 - 14500.0,20.6 (G/T),Southwest United States,Northwest Mexico,,,,,Ku-Band,36,QPSK,0.75,1
SES-15,-129.15,GPS,Transmit,1564.42 - 1586.42,35.5 (EIRP),Global,,,,,,L-Band,22,QPSK,0.5,1
SES-15,-129.15,GPS,Transmit,1165.45 - 1187.45,35.5 (EIRP),Global,,,,,,L-Band,22,QPSK,0.5,1
SES-15,-129.15,COU,Receive,14000.0 - 14500.0,19.7 (G/T),Continental United States,,,,,,Ku-Band,36,QPSK,0.75,1
SES-15,-129.15,NWU,Receive,14000.0 - 14500.0,20.3 (G/T),Washington State,Southwest Canada,,,,,Ku-Band,36,QPSK,0.75,1
SES-15,-129.15,NWD,Transmit,11700.0 - 12200.0,57.6 (EIRP),Washington State,Southwest Canada,,,,,"X-Band, Ku-Band",36,QPSK,0.75,1
SES-15,-129.15,ECU,Receive,14000.0 - 14500.0,20.8 (G/T),East coast of the United States,,,,,,Ku-Band,36,QPSK,0.75,1
SES-15,-129.15,ECDL,Transmit,11700.0 - 12200.0,56.6 (EIRP),East coast of the United States,,,,,,"X-Band, Ku-Band",36,QPSK,0.75,1
SES-2,-87,CRH,Receive,5925.0 - 6425.0,3.39 (G/T),Global,,,,,,C-Band,500,QPSK,0.69,1
SES-2,-87,CRV,Receive,5925.0 - 6425.0,3.3 (G/T),Global,,,,,,C-Band,500,QPSK,0.69,1
SES-2,-87,KRH,Receive,14000.0 - 14500.0,7.65 (G/T),Global,,,,,,Ku-Band,500,QPSK,0.69,1
SES-2,-87,KRV,Receive,14000.0 - 14500.0,7.99 (G/T),Global,,,,,,Ku-Band,500,QPSK,0.69,1
SES-2,-87,KAR,Receive,24750.0 - 25250.0,-7.35 (G/T),Global,,,,,,Ku-Band,500,QPSK,0.75,1
SES-2,-87,CTH,Transmit,3700.0 - 4200.0,43.66 (EIRP),Global,,,,,,C-Band,500,QPSK,0.69,1
SES-2,-87,CTV,Transmit,3700.0 - 4200.0,43.85 (EIRP),Global,,,,,,C-Band,500,QPSK,0.69,1
SES-2,-87,KTH,Transmit,11700.0 - 12200.0,52.17 (EIRP),Global,,,,,,"X-Band, Ku-Band",500,QPSK,0.69,1
SES-2,-87,KTV,Transmit,11700.0 - 12200.0,52.62 (EIRP),Global,,,,,,"X-Band, Ku-Band",500,QPSK,0.69,1
SES-2,-87,KAT,Transmit,17300.0 - 17800.0,33.28 (EIRP),Global,,,,,,Ku-Band,500,QPSK,0.75,1
SES-2,-87,KATL,Transmit,17300.0 - 17800.0,33.28 (EIRP),Global,,,,,,Ku-Band,500,QPSK,0.75,1
SES-20,-135,CRH,Receive,5900.0 - 6425.0,2.7 (G/T),Continental United States,Alaska,Hawaii,Canada,Mexico,Central America,C-Band,72,QPSK,0.75,1
SES-20,-135,CRV,Receive,5900.0 - 6425.0,2.7 (G/T),Continental United States,Alaska,Hawaii,Canada,Mexico,Central America,C-Band,72,QPSK,0.75,1
SES-20,-135,CGR,Receive,6420.8 - 6423.7,-19.5 (G/T),Global,,,,,,C-Band,0.4,QPSK,0.5,1
SES-20,-135,CTH,Transmit,3704.0 - 4198.0,43.4 (EIRP),Continental United States,Alaska,Hawaii,Canada,Mexico,Central America,C-Band,72,QPSK,0.75,1
SES-20,-135,CTV,Transmit,3704.0 - 4198.0,43.6 (EIRP),Continental United States,Alaska,Hawaii,Canada,Mexico,Central America,C-Band,72,QPSK,0.75,1
SES-20,-135,CGT,Transmit,4197.0 - 4199.7,10.2 (EIRP),Global,,,,,,C-Band,0.4,QPSK,0.5,1
SES-21,-103.05,CRH,Receive,5900.0 - 6425.0,2.7 (G/T),Continental United States,Alaska,Hawaii,Canada,Mexico,Central America,C-Band,36,QPSK,0.5,1
SES-21,-103.05,CRV,Receive,5900.0 - 6425.0,2.7 (G/T),Continental United States,Alaska,Hawaii,Canada,Mexico,Central America,C-Band,36,QPSK,0.5,1
SES-21,-103.05,CGR,Receive,6420.8 - 6423.7,-19.4 (G/T),Global,,,,,,C-Band,0.4,QPSK,0.5,1
SES-21,-103.05,CTH,Transmit,3704.0 - 4198.0,43.4 (EIRP),Continental United States,Alaska,Hawaii,Canada,Mexico,Central America,C-Band,36,QPSK,0.5,1
SES-21,-103.05,CTV,Transmit,3704.0 - 4198.0,43.6 (EIRP),Continental United States,Alaska,Hawaii,Canada,Mexico,Central America,C-Band,36,QPSK,0.5,1
SES-21,-103.05,CGT,Transmit,4197.0 - 4199.7,10.2 (EIRP),Global,,,,,,C-Band,0.4,QPSK,0.5,1
SES-22,-135,GRH,Receive,5947.0 - 6063.0,-4.8 (G/T),Global,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,GRV,Receive,5927.0 - 6043.0,-4.8 (G/T),Global,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,NRH,Receive,6187.0 - 6425.0,2.6 (G/T),North America,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,NRV,Receive,6167.0 - 6425.0,2.6 (G/T),North America,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,ARH,Receive,5947.0 - 6423.0,5.2 (G/T),Alaska,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,ARV,Receive,5927.0 - 6412.0,5.2 (G/T),Alaska,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,NTH,Transmit,3942.0 - 4200.0,43.9 (EIRP),North America,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,NTV,Transmit,3962.0 - 4200.0,43.9 (EIRP),North America,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,ATH,Transmit,3702.0 - 4200.0,45.3 (EIRP),Alaska,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,ATV,Transmit,3722.0 - 4200.0,45.3 (EIRP),Alaska,,,,,,C-Band,36,QPSK,0.5,1
SES-22,-135,GTH,Transmit,3700.0 - 3818.0,37.4 (EIRP),Global,,,,,,L-Band,36,QPSK,0.5,1
SES-22,-135,GTV,Transmit,3722.0 - 3838.0,37.4 (EIRP),Global,,,,,,L-Band,36,QPSK,0.5,1
SES-6,-40.5,NAU,Receive,13750.0 - 14500.0,-98.0 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.691,1
SES-6,-40.5,ANU,Receive,13750.0 - 14500.0,-98.0 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.691,1
SES-6,-40.5,BRU,Receive,13750.0 - 14500.0,-98.0 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.691,1
SES-6,-40.5,SCU,Receive,13750.0 - 14500.0,-98.0 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.691,1
SES-6,-40.5,ATEU,Receive,13750.0 - 14500.0,-95.0 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.691,1
SES-6,-40.5,CUR,Receive,5850.0 - 7025.0,-102.0 (G/T),Global,,,,,,C-Band,54,QPSK,0.691,1
SES-6,-40.5,NAD,Transmit,10950.0 - 12200.0,54.8 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.691,1
SES-6,-40.5,AND,Transmit,10950.0 - 12200.0,52.9 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.691,1
SES-6,-40.5,BRD,Transmit,10950.0 - 12200.0,52.8 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.691,1
SES-6,-40.5,SCD,Transmit,10950.0 - 12200.0,52.5 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.691,1
SES-6,-40.5,ATED,Transmit,10950.0 - 12200.0,51.7 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.691,1
SES-6,-40.5,CDR,Transmit,3625.0 - 4800.0,43.4 (EIRP),Global,,,,,,C-Band,54,QPSK,0.691,1
SES-6,-40.5,TCU,Receive,13750.0 - 14500.0,-9.0 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.691,1
SES-6,-40.5,TMD,Transmit,10950.0 - 12200.0,21.0 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.691,1
SES-6,-40.5,OMN,Receive,13750.0 - 14500.0,-20.1 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.691,1
SES-6,-40.5,OMN,Transmit,10950.0 - 12200.0,20.0 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.691,1
SIRIUS FM-6,-116.15,XU1,Receive,7062.29 - 7070.21,2.9 (G/T),Eastern United States,Central United States,,,,,C-Band,4.5,QPSK,0.6667,0
SIRIUS FM-6,-116.15,SD1,Transmit,2322.29 - 2330.21,71.6 (EIRP),Continental United States,,,,,,L-Band,4.5,QPSK,0.6667,0
SKYTERRA 1,-101.3,CGV,Receive,5925.0 - 6425.0,-7.8 (G/T),Global,,,,,,C-Band,69.6,QPSK,0.5,0
SKYTERRA 1,-101.3,ABC,Receive,13750.0 - 14500.0,14.7 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,0
SKYTERRA 1,-101.3,BBC,Receive,13750.0 - 14500.0,15.2 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,0
SKYTERRA 1,-101.3,CBC,Receive,13750.0 - 14500.0,14.1 (G/T),Southern South America,,,,,,Ku-Band,24,QPSK,0.5,0
SKYTERRA 1,-101.3,COB,Receive,13750.0 - 14500.0,15.3 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,0
SKYTERRA 1,-101.3,VBC,Receive,13750.0 - 14500.0,15.0 (G/T),Northern South America,,,,,,Ku-Band,24,QPSK,0.5,0
SKYTERRA 1,-101.3,CBG,Transmit,3700.0 - 4200.0,39.7 (EIRP),Global,,,,,,C-Band,69.6,QPSK,0.5,0
SKYTERRA 1,-101.3,R1LD,Transmit,11700.0 - 12200.0,58.3 (EIRP),South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,0
SKYTERRA 1,-101.3,R1R,Transmit,11700.0 - 12200.0,58.3 (EIRP),South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,0
SKYTERRA 1,-101.3,R2LD,Transmit,11700.0 - 12200.0,57.5 (EIRP),South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,0
SKYTERRA 1,-101.3,R2R,Transmit,11700.0 - 12200.0,57.5 (EIRP),South America,,,,,,"X-Band, Ku-Band",24,QPSK,0.5,0
SKYTERRA 1,-101.3,R3LD,Transmit,11700.0 - 12200.0,55.6 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,0
SKYTERRA 1,-101.3,R3R,Transmit,11700.0 - 12200.0,58.3 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,0
SKYTERRA 1,-101.3,R4R,Transmit,11700.0 - 12200.0,57.6 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,0
SKYTERRA 1,-101.3,R4LD,Transmit,11700.0 - 12200.0,54.9 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,0
SKYTERRA 1,-101.3,PRLD,Transmit,11700.0 - 12200.0,57.8 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,0
SKYTERRA 1,-101.3,PRR,Transmit,11700.0 - 12200.0,60.3 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,0
SKYTERRA 1,-101.3,TCN,Transmit,11700.0 - 12200.0,54.3 (EIRP),South America,,,,,,"X-Band, Ku-Band",8,QPSK,0.5,0
SKYTERRA 1,-101.3,CBC,Transmit,11700.0 - 12200.0,47.2 (EIRP),Southwestern United States,,,,,,"X-Band, Ku-Band",36,QPSK,0.5,0
SPACEWAY 2,-138.9,RX5L,Receive,29250.0 - 30000.0,22.0 (G/T),Global,,,,,,Ka-Band,62.5,QPSK,0.75,1
SPACEWAY 2,-138.9,RX1L,Receive,29250.0 - 30000.0,22.0 (G/T),Global,,,,,,Ka-Band,62.5,QPSK,0.75,1
SPACEWAY 2,-138.9,CMD,Receive,29250.0 - 30000.0,22.0 (G/T),Global,,,,,,Ka-Band,62.5,QPSK,0.75,1
SPACEWAY 2,-138.9,RX7L,Receive,28350.0 - 28600.0,22.0 (G/T),Global,,,,,,Ka-Band,165,QPSK,0.75,1
SPACEWAY 2,-138.9,RX6L,Receive,28350.0 - 28600.0,22.0 (G/T),Global,,,,,,Ka-Band,165,QPSK,0.75,1
SPACEWAY 2,-138.9,TLM,Transmit,19700.0 - 20200.0,59.5 (EIRP),Global,,,,,,Ku-Band,62.5,QPSK,0.75,1
SPACEWAY 2,-138.9,TX4R,Transmit,18300.0 - 18800.0,45.0 (EIRP),Alaska,,,,,,Ku-Band,165,QPSK,0.75,1
SPACEWAY 2,-138.9,TX4L,Transmit,18300.0 - 18800.0,45.0 (EIRP),Alaska,,,,,,Ku-Band,165,QPSK,0.75,1
SPACEWAY 2,-138.9,TX3R,Transmit,19700.0 - 20200.0,59.5 (EIRP),Global,,,,,,Ku-Band,62.5,QPSK,0.75,1
SPACEWAY 2,-138.9,TX2R,Transmit,19700.0 - 20200.0,59.5 (EIRP),Global,,,,,,Ku-Band,62.5,QPSK,0.75,1
SPACEWAY 4,-107.1,G1U,Receive,29250.0 - 30000.0,22.0 (G/T),Continental United States,Canada,,,,,Ka-Band,250,16QAM,0.6642,1
SPACEWAY 4,-107.1,G1D,Transmit,19700.0 - 20200.0,65.0 (EIRP),Continental United States,Canada,,,,,Ku-Band,250,16QAM,0.6642,1
SPACEWAY 4,-107.1,U1U,Receive,28350.0 - 29100.0,22.0 (G/T),Continental United States,Canada,,,,,Ka-Band,250,8PSK,0.747,1
SPACEWAY 4,-107.1,U1D,Transmit,18300.0 - 19300.0,67.0 (EIRP),Continental United States,Canada,,,,,Ku-Band,250,8PSK,0.747,1
SPACEWAY 4,-107.1,TCL,Receive,28351.0 - 28353.0,15.5 (G/T),Continental United States,Canada,,,,,Ka-Band,1,QPSK,0.5,1
SPACEWAY 4,-107.1,TMR,Transmit,19700.5 - 19702.5,24.0 (EIRP),Continental United States,Canada,,,,,Ku-Band,0.8,QPSK,0.5,1
SPACEWAY 4,-107.1,BCN,Transmit,20199.5 - 20199.5,30.0 (EIRP),Continental United States,Canada,,,,,Ku-Band,0.025,BPSK,0.5,1
SPACEWAY 4,-107.1,OMN,Receive,29998 - 29998,20.0 (EIRP),Global,,,,,,Ka-Band,0.025,BPSK,0.5,1
SPACEWAY 4,-107.1,OMN,Transmit,29998 - 29998,20.0 (EIRP),Global,,,,,,Ka-Band,0.025,BPSK,0.5,1
SPACEWAY 4,-107.1,RFT1,Receive,29998 - 29998,14.0 (G/T),Continental United States,Canada,,,,,Ka-Band,0.025,BPSK,0.5,1
STAR ONE C2,-70,MKR,Receive,14000.0 - 14500.0,6.1 (G/T),Southern Continental United States,,,,,,Ku-Band,36,QPSK,0.806,0
STAR ONE C2,-70,MKT,Transmit,11700.0 - 12200.0,51.4 (EIRP),Southern Continental United States,,,,,,"X-Band, Ku-Band",36,QPSK,0.806,0
STAR ONE C2,-70,BRR,Receive,14000.0 - 14500.0,5.9 (G/T),Brazil,,,,,,Ku-Band,72,QPSK,0.806,0
STAR ONE C2,-70,BRT,Transmit,11700.0 - 12200.0,51.3 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",72,QPSK,0.806,0
STAR ONE C2,-70,GBL,Transmit,11700.0 - 12200.0,9.0 (EIRP),Global,,,,,,"X-Band, Ku-Band",0.025,QPSK,0.5,0
STAR ONE C3,-75,ANDUH,Receive,13750.0 - 14000.0,6.9 (G/T),South America,,,,,,Ku-Band,72,QPSK,0.841,0
STAR ONE C3,-75,ANDUV,Receive,13750.0 - 14000.0,6.9 (G/T),South America,,,,,,Ku-Band,72,QPSK,0.841,0
STAR ONE C3,-75,BRAUH,Receive,13750.0 - 14000.0,7.7 (G/T),Brazil,,,,,,Ku-Band,72,QPSK,0.841,0
STAR ONE C3,-75,BRAUV,Receive,13750.0 - 14000.0,7.7 (G/T),Brazil,,,,,,Ku-Band,72,QPSK,0.841,0
STAR ONE C3,-75,ANDDH,Transmit,10950.0 - 11200.0,52.2 (EIRP),South America,,,,,,X-Band,72,QPSK,0.841,0
STAR ONE C3,-75,ANDDV,Transmit,10950.0 - 11200.0,52.2 (EIRP),South America,,,,,,X-Band,72,QPSK,0.841,0
STAR ONE C3,-75,BRADH,Transmit,10950.0 - 11200.0,54.8 (EIRP),Brazil,,,,,,X-Band,72,QPSK,0.841,0
STAR ONE C3,-75,BRADV,Transmit,10950.0 - 11200.0,54.8 (EIRP),Brazil,,,,,,X-Band,72,QPSK,0.841,0
Star One D2,-70,CAMK,Receive,14002.0 - 14498.0,7.08 (G/T),Global,,,,,,Ku-Band,36,QPSK,0.806,0
Star One D2,-70,CAM1,Transmit,11702.0 - 12198.0,53.56 (EIRP),Global,,,,,,"X-Band, Ku-Band",36,QPSK,0.806,0
SXM-7,-85,XU1,Receive,7025.0 - 7075.0,0.85 (G/T),Global,,,,,,C-Band,50,QPSK,0.75,0
SXM-7,-85,OMC1,Receive,6422.0 - 6425.0,-36.1 (G/T),Global,,,,,,C-Band,3,QPSK,0.75,0
SXM-7,-85,OSC1,Receive,7025.0 - 7075.0,-21.2 (G/T),Global,,,,,,C-Band,50,QPSK,0.75,0
SXM-7,-85,OMX1,Receive,7025.0 - 7075.0,-36.3 (G/T),Global,,,,,,C-Band,50,QPSK,0.75,0
SXM-7,-85,SD1,Transmit,2320.0 - 2345.0,73.3 (EIRP),North America,,,,,,L-Band,25,QPSK,0.75,0
SXM-7,-85,OST1,Transmit,2320.0 - 2345.0,38.6 (EIRP),Global,,,,,,L-Band,25,QPSK,0.75,0
SXM-7,-85,OMS1,Transmit,2320.0 - 2345.0,11.6 (EIRP),Global,,,,,,L-Band,25,QPSK,0.75,0
SXM-7,-85,OMC2,Transmit,4196.0 - 4198.5,13.6 (EIRP),Global,,,,,,C-Band,2.5,QPSK,0.75,0
SXM-7,-85,TB1,Transmit,2320.0 - 2345.0,57.8 (EIRP),Global,,,,,,L-Band,25,QPSK,0.75,0
SXM-8,-115.25,XU1,Receive,7025.0 - 7075.0,0.85 (G/T),Global,,,,,,C-Band,50,QPSK,0.69,0
SXM-8,-115.25,OMC1,Receive,6422.0 - 6425.0,-36.1 (G/T),Global,,,,,,C-Band,3,QPSK,0.69,0
SXM-8,-115.25,OSC1,Receive,7025.0 - 7075.0,-21.2 (G/T),Global,,,,,,C-Band,50,QPSK,0.69,0
SXM-8,-115.25,OMX1,Receive,7025.0 - 7075.0,-36.3 (G/T),Global,,,,,,C-Band,50,QPSK,0.69,0
SXM-8,-115.25,SD1,Transmit,2320.0 - 2345.0,73.5 (EIRP),North America,,,,,,L-Band,25,QPSK,0.69,0
SXM-8,-115.25,OST1,Transmit,2320.0 - 2345.0,38.8 (EIRP),Global,,,,,,L-Band,25,QPSK,0.69,0
SXM-8,-115.25,OMS1,Transmit,2320.0 - 2345.0,11.6 (EIRP),Global,,,,,,L-Band,25,QPSK,0.69,0
SXM-8,-115.25,OMC2,Transmit,4196.0 - 4198.5,13.6 (EIRP),Global,,,,,,C-Band,2.5,QPSK,0.69,0
SXM-8,-115.25,TB1,Transmit,2320.0 - 2345.0,57.8 (EIRP),Global,,,,,,L-Band,25,QPSK,0.69,0
TELSTAR 11N,-37.55,USA,Receive,13750.0 - 14500.0,-101.0 (G/T),North America,Atlantic Region,,,,,Ku-Band,54,QPSK,0.5,0
TELSTAR 11N,-37.55,USA,Transmit,10950.0 - 12750.0,53.6 (EIRP),North America,Atlantic Region,,,,,"X-Band, Ku-Band",54,QPSK,0.5,0
TELSTAR 11N,-37.55,EUR,Receive,13750.0 - 14500.0,-102.0 (G/T),Europe,,,,,,Ku-Band,54,QPSK,0.5,0
TELSTAR 11N,-37.55,EUR,Transmit,10950.0 - 12750.0,53.7 (EIRP),Europe,,,,,,"X-Band, Ku-Band",54,QPSK,0.5,0
TELSTAR 11N,-37.55,SSA,Receive,13750.0 - 14500.0,-100.0 (G/T),South Africa,,,,,,Ku-Band,54,QPSK,0.5,0
TELSTAR 11N,-37.55,SSAT,Transmit,10950.0 - 12750.0,51.9 (EIRP),South Africa,,,,,,"X-Band, Ku-Band",54,QPSK,0.5,0
TELSTAR 11N,-37.55,AOR,Receive,13750.0 - 14500.0,-101.0 (G/T),Africa,,,,,,Ku-Band,54,QPSK,0.5,0
TELSTAR 11N,-37.55,AOR,Transmit,10950.0 - 12750.0,47.8 (EIRP),Africa,,,,,,"X-Band, Ku-Band",54,QPSK,0.5,0
TELSTAR 11N,-37.55,OMNI,Receive,13750.0 - 14500.0,-83.5 (G/T),Global,,,,,,Ku-Band,54,QPSK,0.5,0
TELSTAR 11N,-37.55,GLB1,Transmit,10950.0 - 12750.0,29.6 (EIRP),Global,,,,,,"X-Band, Ku-Band",54,QPSK,0.5,0
TELSTAR 19 VANTAGE,-63,NAR,Receive,13800.0 - 14000.0,5.8 (G/T),North America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,BRX,Receive,14000.0 - 14500.0,7.8 (G/T),Brazil,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S1RX,Receive,13750.0 - 14500.0,13.6 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S2RX,Receive,13750.0 - 14500.0,13.3 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S3RX,Receive,13750.0 - 14500.0,13.9 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S4RX,Receive,13750.0 - 14500.0,12.8 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S5RX,Receive,13750.0 - 14500.0,13.0 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S6RX,Receive,13750.0 - 14500.0,13.4 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S7RX,Receive,13750.0 - 14500.0,13.0 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S8RX,Receive,13750.0 - 14500.0,13.7 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S9RX,Receive,13750.0 - 14500.0,13.3 (G/T),South America,,,,,,Ku-Band,36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,NATX,Transmit,10950.0 - 12200.0,50.5 (EIRP),North America,,,,,,"X-Band, Ku-Band",36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,BTX,Transmit,10950.0 - 12200.0,54.3 (EIRP),Brazil,,,,,,"X-Band, Ku-Band",36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S1TX,Transmit,10950.0 - 12200.0,60.7 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S2TX,Transmit,10950.0 - 12200.0,60.2 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S3TX,Transmit,10950.0 - 12200.0,61.0 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.667,0
TELSTAR 19 VANTAGE,-63,S4TX,Transmit,10950.0 - 12200.0,60.0 (EIRP),South America,,,,,,"X-Band, Ku-Band",36,QPSK,0.667,0
